,conference,year,title,id,authors,tags,notes
839,sigsoft/fse,2019,VARYS: an agnostic model-driven monitoring-as-a-service framework for the cloud.,conf/sigsoft/TundoMORGM19,"Alessandro Tundo, Marco Mobilio, Matteo Orrù, Oliviero Riganelli, Michell Guzmán, Leonardo Mariani",,Demonstrations
840,sigsoft/fse,2019,JCOMIX: a search-based tool to detect XML injection vulnerabilities in web applications.,conf/sigsoft/StallenbergP19,"Dimitri Michel Stallenberg, Annibale Panichella",,Demonstrations
841,sigsoft/fse,2019,Event trace reduction for effective bug replay of Android apps via differential GUI state analysis.,conf/sigsoft/SuiZZZX19,"Yulei Sui, Yifei Zhang, Wei Zheng, Manqing Zhang, Jingling Xue",,Demonstrations
842,sigsoft/fse,2019,PyGGI 2.0: language independent genetic improvement framework.,conf/sigsoft/AnBPY19,"Gabin An, Aymeric Blot, Justyna Petke, Shin Yoo",,Demonstrations
843,sigsoft/fse,2019,CloneCognition: machine learning based code clone validation tool.,conf/sigsoft/MostaeenSRRS19,"Golam Mostaeen, Jeffrey Svajlenko, Banani Roy, Chanchal K. Roy, Kevin A. Schneider",,Demonstrations
844,sigsoft/fse,2019,EVMFuzzer: detect EVM vulnerabilities via fuzz testing.,conf/sigsoft/FuRMSYJLS19,"Ying Fu, Meng Ren, Fuchen Ma, Heyuan Shi, Xin Yang, Yu Jiang, Huizhong Li, Xiang Shi",,Demonstrations
845,sigsoft/fse,2019,A dynamic taint analyzer for distributed systems.,conf/sigsoft/FuC19,"Xiaoqin Fu, Haipeng Cai",,Demonstrations
846,sigsoft/fse,2019,Governify for APIs: SLA-driven ecosystem for API governance.,conf/sigsoft/Gamez-Diaz0R19,"Antonio Gamez-Diaz, Pablo Fernandez, Antonio Ruiz-Cortés",,Demonstrations
847,sigsoft/fse,2019,Developing secure bitcoin contracts with BitML.,conf/sigsoft/AtzeiBLYZ19,"Nicola Atzei, Massimo Bartoletti, Stefano Lande, Nobuko Yoshida, Roberto Zunino",,Demonstrations
848,sigsoft/fse,2019,DISCOVER: detecting algorithmic complexity vulnerabilities.,conf/sigsoft/AwadhutkarSHK19,"Payas Awadhutkar, Ganesh Ram Santhanam, Benjamin Holland, Suresh Kothari",,Demonstrations
849,sigsoft/fse,2019,AnswerBot: an answer summary generation tool based on stack overflow.,conf/sigsoft/CaiWXH00X19,"Liang Cai, Haoye Wang, Bowen Xu, Qiao Huang, Xin Xia, David Lo, Zhenchang Xing",,Demonstrations
850,sigsoft/fse,2019,Eagle: a team practices audit framework for agile software development.,conf/sigsoft/GuerreroFJF0MR19,"Alejandro Guerrero, Rafael Fresno, An Ju, Armando Fox, Pablo Fernandez, Carlos Müller, Antonio Ruiz-Cortés",,Demonstrations
851,sigsoft/fse,2019,A taxonomy of metrics for software fault prediction.,conf/sigsoft/Caulo19,Maria Caulo,,Doctoral Symposium
852,sigsoft/fse,2019,Distributed execution of test cases and continuous integration.,conf/sigsoft/Coviello19,Carmen Coviello,,Doctoral Symposium
853,sigsoft/fse,2019,A longitudinal field study on creation and use of domain-specific languages in industry.,conf/sigsoft/Denkers19,Jasper Denkers,,Doctoral Symposium
854,sigsoft/fse,2019,Failure-driven program repair.,conf/sigsoft/Ginelli19,Davide Ginelli,,Doctoral Symposium
855,sigsoft/fse,2019,On extending single-variant model transformations for reuse in software product line engineering.,conf/sigsoft/Greiner19,Sandra Greiner,,Doctoral Symposium
856,sigsoft/fse,2019,Exploratory test agents for stateful software systems.,conf/sigsoft/Karlsson19,Stefan Karlsson,,Doctoral Symposium
857,sigsoft/fse,2019,Helping developers search and locate task-relevant information in natural language documents.,conf/sigsoft/Marques19,Arthur Marques,,Doctoral Symposium
858,sigsoft/fse,2019,Improving requirements engineering practices to support experimentation in software startups.,conf/sigsoft/Melegati19,Jorge Melegati,,Doctoral Symposium
859,sigsoft/fse,2019,Managing the open cathedral.,conf/sigsoft/Muller19,Matthias Müller,,Doctoral Symposium
860,sigsoft/fse,2019,Machine-learning supported vulnerability detection in source code.,conf/sigsoft/Sonnekalb19,Tim Sonnekalb,,Doctoral Symposium
861,sigsoft/fse,2019,Software clusterings with vector semantics and the call graph.,conf/sigsoft/Papachristou19,Marios Papachristou,,Student Research Competition
862,sigsoft/fse,2019,Machine learning-assisted performance testing.,conf/sigsoft/Moghadam19,Mahshid Helali Moghadam,,Student Research Competition
863,sigsoft/fse,2019,File tracing by intercepting disk requests.,conf/sigsoft/Stepanov19,Vladislav Stepanov,,Student Research Competition
864,sigsoft/fse,2019,Recommending related functions from API usage-based function clone structures.,conf/sigsoft/Abid19,Shamsa Abid,,Student Research Competition
865,sigsoft/fse,2019,Identifying the most valuable developers using artifact traceability graphs.,conf/sigsoft/Cetin19,H. Alperen Cetin,,Student Research Competition
866,sigsoft/fse,2019,Automated patch porting across forked projects.,conf/sigsoft/Ren19,Luyao Ren,,Student Research Competition
867,sigsoft/fse,2019,Employing different program analysis methods to study bug evolution.,conf/sigsoft/Mitropoulos19,Charalambos Mitropoulos,,Student Research Competition
868,sigsoft/fse,2019,Reducing the workload of the Linux kernel maintainers: multiple-committer model.,conf/sigsoft/Tan19,Xin Tan,,Student Research Competition
869,sigsoft/fse,2019,Efficient computing in a safe environment.,conf/sigsoft/Loukeris19,Michail Loukeris,,Student Research Competition
870,sigsoft/fse,2019,The lessons software engineers can extract from painters to improve the software development process.,conf/sigsoft/Nurgalieva19,Milana Nurgalieva,,Student Research Competition
871,sigsoft/fse,2019,An industrial application of test selection using test suite diagnosability.,conf/sigsoft/Correia19,Daniel Correia,,Student Research Competition
872,sigsoft/fse,2019,Understanding source code comments at large-scale.,conf/sigsoft/He19,Hao He,,Student Research Competition
873,sigsoft/fse,2019,A graph-based framework for analysing the design of smart contracts.,conf/sigsoft/Vandenbogaerde19,Bram Vandenbogaerde,,Student Research Competition
874,sigsoft/fse,2019,Finding the shortest path to reproduce a failure found by TESTAR.,conf/sigsoft/Valdes19,Olivia Rodriguez Valdes,,Student Research Competition
875,sigsoft/fse,2019,Analysing socio-technical congruence in the package dependency network of Cargo.,conf/sigsoft/Golzadeh19,Mehdi Golzadeh,,Student Research Competition
876,sigsoft/fse,2019,Tuning backfired? not (always) your fault: understanding and detecting configuration-related performance bugs.,conf/sigsoft/He19a,Haochen He,,Student Research Competition
877,sigsoft/fse,2019,On the use of lambda expressions in 760 open source Python projects.,conf/sigsoft/SangleM19,"Shubham Sangle, Sandeep Muvva",,Student Research Competition
878,sigsoft/fse,2019,Test-related factors and post-release defects: an empirical study.,conf/sigsoft/Pecorelli19,Fabiano Pecorelli,,Student Research Competition
879,sigsoft/fse,2019,Static deep neural network analysis for robustness.,conf/sigsoft/Pan19,Rangeet Pan,,Student Research Competition
880,sigsoft/fse,2019,Are existing code smells relevant in web games? an empirical study.,conf/sigsoft/Khanve19,Vaishali Khanve,,Student Research Competition
881,sigsoft/fse,2019,Tackling knowledge needs during software evolution.,conf/sigsoft/Kruger19,Jacob Krüger,,Student Research Competition
882,sigsoft/fse,2019,On the scalable dynamic taint analysis for distributed systems.,conf/sigsoft/Fu19,Xiaoqin Fu,,Student Research Competition
883,sigsoft/fse,2019,Suggesting reviewers of software artifacts using traceability graphs.,conf/sigsoft/Sulun19,Emre Sülün,,Student Research Competition
884,sigsoft/fse,2019,Using software testing to repair models.,conf/sigsoft/Radavelli19,Marco Radavelli,,Student Research Competition
885,sigsoft/fse,2019,Rethinking Regex engines to address ReDoS.,conf/sigsoft/Davis19,James C. Davis,,Student Research Competition
886,sigsoft/fse,2019,Context-aware test case adaptation.,conf/sigsoft/Sun19,Peiyi Sun,,Student Research Competition
887,sigsoft/fse,2019,Empirical study of customer communication problem in agile requirements engineering.,conf/sigsoft/Gizzatullina19,Ilyuza Gizzatullina,,Student Research Competition
888,kbse/ase,2017,Cobra - an interactive static code analyzer.,conf/kbse/Holzmann17,Gerard J. Holzmann,,Keynotes
889,kbse/ase,2017,Mining structures from massive text data: will it help software engineering?,conf/kbse/Han17,Jiawei Han,,Keynotes
890,kbse/ase,2017,Software engineering without borders.,conf/kbse/Deursen17,Arie van Deursen,,Keynotes
891,kbse/ase,2017,Systematically testing background services of mobile apps.,conf/kbse/ZhangLLC17,"Li Lyna Zhang, Chieh-Jan Mike Liang, Yunxin Liu, Enhong Chen",Test Generation,
892,kbse/ase,2017,Crowd intelligence enhances automated mobile testing.,conf/kbse/MaoHJ17,"Ke Mao, Mark Harman, Yue Jia",Test Generation,
893,kbse/ase,2017,EHBDroid: beyond GUI testing for Android applications.,conf/kbse/SongQH17,"Wei Song, Xiangxing Qian, Jeff Huang",Test Generation,
894,kbse/ase,2017,Sketch-guided GUI test generation for mobile applications.,conf/kbse/ZhangCTCBL17,"Chucheng Zhang, Haoliang Cheng, Enyi Tang, Xin Chen, Lei Bu, Xuandong Li",Test Generation,
895,kbse/ase,2017,Saying 'hi!' is not enough: mining inputs for effective test generation.,conf/kbse/ToffolaSP17,"Luca Della Toffola, Cristian-Alexandru Staicu, Michael Pradel",Test Generation,
896,kbse/ase,2017,Learn&Fuzz: machine learning for input fuzzing.,conf/kbse/GodefroidPS17,"Patrice Godefroid, Hila Peleg, Rishabh Singh",Test Generation,
897,kbse/ase,2017,The impact of continuous integration on other software development practices: a large-scale empirical study.,conf/kbse/ZhaoSZFV17,"Yangyang Zhao, Alexander Serebrenik, Yuming Zhou, Vladimir Filkov, Bogdan Vasilescu",Developersz Practice and Behavior,
898,kbse/ase,2017,Perceived language complexity in GitHub issue discussions and their effect on issue resolution.,conf/kbse/KavalerSHAF17,"David Kavaler, Sasha Sirovica, Vincent Hellendoorn, Raúl Aranovich, Vladimir Filkov",Developersz Practice and Behavior,
899,kbse/ase,2017,Can automated pull requests encourage software developers to upgrade out-of-date dependencies?,conf/kbse/MirhosseiniP17,"Samim Mirhosseini, Chris Parnin",Developersz Practice and Behavior,
900,kbse/ase,2017,Are developers aware of the architectural impact of their changes?,conf/kbse/PaixaoKHRH17,"Matheus Paixão, Jens Krinke, DongGyun Han, Chaiyong Ragkhitwetsagul, Mark Harman",Developersz Practice and Behavior,
901,kbse/ase,2017,SentiCR: a customized sentiment analysis tool for code review interactions.,conf/kbse/AhmedBIR17,"Toufique Ahmed, Amiangshu Bosu, Anindya Iqbal, Shahram Rahimi",Developersz Practice and Behavior,
902,kbse/ase,2017,Detecting fragile comments.,conf/kbse/RatolR17,"Inderjot Kaur Ratol, Martin P. Robillard",Documentation,
903,kbse/ase,2017,Improving software text retrieval using conceptual knowledge in source code.,conf/kbse/LinZZX17,"Zeqi Lin, Yanzhen Zou, Junfeng Zhao, Bing Xie",Documentation,
904,kbse/ase,2017,Automatically generating commit messages from diffs using neural machine translation.,conf/kbse/JiangAM17,"Siyuan Jiang, Ameer Armaly, Collin McMillan",Documentation,
905,kbse/ase,2017,Improving missing issue-commit link recovery using positive and unlabeled data.,conf/kbse/SunCWB17,"Yan Sun, Celia Chen, Qing Wang, Barry W. Boehm",Documentation,
906,kbse/ase,2017,APIBot: question answering bot for API documentation.,conf/kbse/TianTSL17,"Yuan Tian, Ferdian Thung, Abhishek Sharma, David Lo",Documentation,
907,kbse/ase,2017,Automatic summarization of API reviews.,conf/kbse/UddinK17,"Gias Uddin, Foutse Khomh",Documentation,
908,kbse/ase,2017,iCoq: regression proof selection for large-scale verification projects.,conf/kbse/CelikPG17,"Ahmet Çelik, Karl Palmskog, Milos Gligoric",Formal Verification,
909,kbse/ase,2017,More effective interpolations in software model checking.,conf/kbse/TianDDO17,"Cong Tian, Zhao Duan, Zhenhua Duan, C.-H. Luke Ong",Formal Verification,
910,kbse/ase,2017,Proof-based coverage metrics for formal verification.,conf/kbse/GhassabaniGWHW17,"Elaheh Ghassabani, Andrew Gacek, Michael W. Whalen, Mats Per Erik Heimdahl, Lucas G. Wagner",Formal Verification,
911,kbse/ase,2017,Model checker execution reports.,conf/kbse/CastanoBGU17,"Rodrigo Castaño, Víctor A. Braberman, Diego Garbervetsky, Sebastián Uchitel",Formal Verification,
912,kbse/ase,2017,Modular verification of interrupt-driven software.,conf/kbse/SungKW17,"Chungha Sung, Markus Kusano, Chao Wang",Formal Verification,
913,kbse/ase,2017,BProVe: a formal verification framework for business process models.,conf/kbse/CorradiniFP0TV17,"Flavio Corradini, Fabrizio Fornari, Andrea Polini, Barbara Re, Francesco Tiezzi, Andrea Vandin",Formal Verification,
914,kbse/ase,2017,Static detection of asymptotic resource side-channel vulnerabilities in web applications.,conf/kbse/ChenODL17,"Jia Chen, Oswaldo Olivo, Isil Dillig, Calvin Lin",Security,
915,kbse/ase,2017,PAD: programming third-party web advertisement censorship.,conf/kbse/WangKZAKLLMZE17,"Weihang Wang, Yonghwi Kwon, Yunhui Zheng, Yousra Aafer, I Luk Kim, Wen-Chuan Lee, Yingqi Liu, Weijie Meng, Xiangyu Zhang, Patrick Eugster",Security,
916,kbse/ase,2017,"All about activity injection: threats, semantics, and detection.",conf/kbse/LeeHR17,"Sungho Lee, Sungjae Hwang, Sukyoung Ryu",Security,
917,kbse/ase,2017,Detecting information flow by mutating input data.,conf/kbse/MathisASBZ17,"Björn Mathis, Vitalii Avdiienko, Ezekiel O. Soremekun, Marcel Böhme, Andreas Zeller",Security,
918,kbse/ase,2017,Automatically assessing crashes from heap overflows.,conf/kbse/HeCHSLYHYJF17,"Liang He, Yan Cai, Hong Hu, Purui Su, Zhenkai Liang, Yi Yang, Huafeng Huang, Jia Yan, Xiangkun Jia, Dengguo Feng",Security,
919,kbse/ase,2017,Learning to share: engineering adaptive decision-support for online social networks.,conf/kbse/RafiqDRBYSLCPN17,"Yasmin Rafiq, Luke Dickens, Alessandra Russo, Arosha K. Bandara, Mu Yang, Avelie Stuart, Mark Levine, Gul Calikli, Blaine A. Price, Bashar Nuseibeh",Security,
920,kbse/ase,2017,UI driven Android application reduction.,conf/kbse/HuangAPZT17,"Jianjun Huang, Yousra Aafer, David Mitchel Perry, Xiangyu Zhang, Chen Tian",Mobile Development,
921,kbse/ase,2017,SimplyDroid: efficient event sequence simplification for Android application.,conf/kbse/JiangWLC17,"Bo Jiang, Yuxuan Wu, Teng Li, W. K. Chan",Mobile Development,
922,kbse/ase,2017,Automated cross-platform inconsistency detection for mobile apps.,conf/kbse/FazziniO17,"Mattia Fazzini, Alessandro Orso",Mobile Development,
923,kbse/ase,2017,In-memory fuzzing for binary code similarity analysis.,conf/kbse/WangW17,"Shuai Wang, Dinghao Wu",Binary Analysis,
924,kbse/ase,2017,DSIbin: identifying dynamic data structures in C/C++ binaries.,conf/kbse/RupprechtC0BLB17,"Thomas Rupprecht, Xi Chen, David H. White, Jan H. Boockmann, Gerald Lüttgen, Herbert Bos",Binary Analysis,
925,kbse/ase,2017,Towards robust instruction-level trace alignment of binary code.,conf/kbse/KargenS17,"Ulf Kargén, Nahid Shahmehri",Binary Analysis,
926,kbse/ase,2017,Testing intermediate representations for binary analysis.,conf/kbse/KimFJJOLC17,"Soomin Kim, Markus Faerevaag, Minkyu Jung, SeungIl Jung, DongYeop Oh, JongHyup Lee, Sang Kil Cha",Binary Analysis,
927,kbse/ase,2017,Comprehensive failure characterization.,conf/kbse/GerrardD17,"Mitchell J. Gerrard, Matthew B. Dwyer",From Failures to Faults,
928,kbse/ase,2017,TrEKer: tracing error propagation in operating system kernels.,conf/kbse/CoppikSWS17,"Nicolas Coppik, Oliver Schwahn, Stefan Winter, Neeraj Suri",From Failures to Faults,
929,kbse/ase,2017,RuntimeSearch: Ctrl+F for a running program.,conf/kbse/SulirP17,"Matús Sulír, Jaroslav Porubän",From Failures to Faults,
930,kbse/ase,2017,Mining implicit design templates for actionable code reuse.,conf/kbse/LinMXXSPLZD17,"Yun Lin, Guozhu Meng, Yinxing Xue, Zhenchang Xing, Jun Sun, Xin Peng, Yang Liu, Wenyun Zhao, Jin Song Dong",Program Comprehension,
931,kbse/ase,2017,Exploring regular expression comprehension.,conf/kbse/ChapmanWS17,"Carl Chapman, Peipei Wang, Kathryn T. Stolee",Program Comprehension,
932,kbse/ase,2017,Automatically assessing code understandability: how far are we?,conf/kbse/ScalabrinoBVVPO17,"Simone Scalabrino, Gabriele Bavota, Christopher Vendome, Mario Linares Vásquez, Denys Poshyvanyk, Rocco Oliveto",Program Comprehension,
933,kbse/ase,2017,Improved query reformulation for concept location using CodeRank and document structures.,conf/kbse/0001R17,"Mohammad Masudur Rahman, Chanchal K. Roy",Program Comprehension,
934,kbse/ase,2017,Understanding feature requests by leveraging fuzzy method and linguistic analysis.,conf/kbse/ShiCWLB17,"Lin Shi, Celia Chen, Qing Wang, Shoubin Li, Barry W. Boehm",Program Comprehension,
935,kbse/ase,2017,O2O service composition with social collaboration.,conf/kbse/QianP0YNZ17,"Wenyi Qian, Xin Peng, Jun Sun, Yijun Yu, Bashar Nuseibeh, Wenyun Zhao",Models,
936,kbse/ase,2017,Gremlin-ATL: a scalable model transformation framework.,conf/kbse/DanielJSC17,"Gwendal Daniel, Frédéric Jouault, Gerson Sunyé, Jordi Cabot",Models,
937,kbse/ase,2017,Diagnosing assumption problems in safety-critical products.,conf/kbse/RahimiXCL17,"Mona Rahimi, Wandi Xiong, Jane Cleland-Huang, Robyn R. Lutz",Models,
938,kbse/ase,2017,Software performance self-adaptation through efficient model predictive control.,conf/kbse/IncertoTT17,"Emilio Incerto, Mirco Tribastone, Catia Trubiani",Models,
939,kbse/ase,2017,Transfer learning for performance modeling of configurable systems: an exploratory analysis.,conf/kbse/JamshidiSVKPA17,"Pooyan Jamshidi, Norbert Siegmund, Miguel Velez, Christian Kästner, Akshay Patel, Yuvraj Agarwal",Models,
940,kbse/ase,2017,A comprehensive study of real-world numerical bug characteristics.,conf/kbse/FrancoGR17,"Anthony Di Franco, Hui Guo, Cindy Rubio-González",Reliability and Bugs,
941,kbse/ase,2017,A comprehensive study on real world concurrency bugs in Node.js.,conf/kbse/WangDGGQYW17,"Jie Wang, Wensheng Dou, Yu Gao, Chushu Gao, Feng Qin, Kang Yin, Jun Wei",Reliability and Bugs,
942,kbse/ase,2017,Generating simpler AST edit scripts by considering copy-and-paste.,conf/kbse/HigoOK17,"Yoshiki Higo, Akio Ohtani, Shinji Kusumoto",Source Code Analysis,
943,kbse/ase,2017,Renaming and shifted code in structured merging: looking ahead for precision and performance.,conf/kbse/LessenichAKSS17,"Olaf Leßenich, Sven Apel, Christian Kästner, Georg Seibt, Janet Siegmund",Source Code Analysis,
